FieldID,Description
f.31101.0.0,Coronal (LVOT) sinus of Valsalva at end-diastole
f.31102.0.0,Coronal (LVOT) sinus of Valsalva at end-systole
f.31103.0.0,Sagittal (3Ch) aortic annulus at end-diastole
f.31104.0.0,Sagittal (3Ch) aortic annulus at end-systole
f.31105.0.0,Sagittal (3Ch) sino-tubular junction at end-diastole
f.31106.0.0,Sagittal (3Ch) sino-tubular junction at end-systole
f.31107.0.0,Sagittal (3Ch) sinus of Valsalva at end-diastole
f.31108.0.0,Sagittal (3Ch) sinus of Valsalva at end-systole
f.31109.0.0,Aortic forward flow with no background correction
f.31110.0.0,Aortic forward flow with background correction
f.31111.0.0,Aortic peak gradient with no background correction
f.31112.0.0,Aortic peak gradient with background correction
f.31113.0.0,Aortic mean gradient with no background correction
f.31114.0.0,Aortic mean gradient with background correction
f.31115.0.0,Regurgitation fraction with no background correction
f.31116.0.0,Regurgitation fraction with background correction
f.31117.0.0,Middle slice QC score
f.31118.0.0,Basal slice QC score
f.31119.0.0,Apical slice QC score
f.31120.0.0,Torsion QC score
f.31121.0.0,End systolic circumferential strain (mid)
f.31122.0.0,End systolic circumferential strain (apex)
f.31123.0.0,End systolic circumferential strain (base)
f.31124.0.0,End systolic torsion
f.31125.0.0,End systolic torsion rate
f.31126.0.0,Analysable ascending aorta
f.31127.0.0,Analysable proximal descending aorta
f.31128.0.0,Mean absolute deviation of ascending aorta area
f.31129.0.0,Mean absolute deviation of proximal descending aorta area
f.31130.0.0,Left atrium quality score
f.31131.0.0,Left ventricle quality score
f.31132.0.0,Right atrium quality score
f.31133.0.0,Right ventricle quality score
f.32040.0.0,Records in COVID-19 vaccination dataset
f.32041.0.0,When COVID19 vaccinations administered
f.32050.0.0,Release tranche
f.32053.0.0,Shipment batch number
f.32069.0.0,"GraphTyper population level WGS variants, BGEN format [500k release]"
f.32070.0.0,Frequency of feelings in legs in past 12 months
f.32071.0.0,Likelihood of falling asleep without intending to in the past 2 weeks - version 1
f.32072.0.0,Likelihood of falling asleep without intending to in the past 2 weeks - version 2
f.32073.0.0,Likelihood of falling asleep without intending to in the past 2 weeks - version 3
f.32074.0.0,Likelihood of falling asleep when sitting at a desk working on a computer in the past two weeks - version 1
f.32075.0.0,Likelihood of falling asleep when sitting at a desk working on a computer in the past two weeks - version 2
f.32076.0.0,Likelihood of falling asleep when sitting at a desk working on a computer in the past two weeks - version 3
f.32077.0.0,Likelihood of falling asleep when on the phone in the past two weeks - version 1
f.32078.0.0,Likelihood of falling asleep when on the phone in the past two weeks - version 2
f.32079.0.0,Likelihood of falling asleep when on the phone in the past two weeks - version 3
f.32080.0.0,Likelihood of falling asleep when in a meeting in the past two weeks - version 1
f.32081.0.0,Likelihood of falling asleep when in a meeting in the past two weeks - version 2
f.32082.0.0,Likelihood of falling asleep when in a meeting in the past two weeks - version 3
f.32083.0.0,Likelihood of falling asleep when listening to someone talking in the past two weeks - version 1
f.32084.0.0,Likelihood of falling asleep when listening to someone talking in the past two weeks - version 2
f.32085.0.0,Likelihood of falling asleep when listening to someone talking in the past two weeks - version 3
f.32086.0.0,Likelihood of falling asleep when playing cards or a board game in the past two weeks - version 1
f.32087.0.0,Likelihood of falling asleep when playing cards or a board game in the past two weeks - version 2
f.32088.0.0,Likelihood of falling asleep when playing cards or a board game in the past two weeks - version 3
f.32089.0.0,Likelihood of falling asleep when driving a car in the past two weeks - version 1
f.32090.0.0,Likelihood of falling asleep when driving a car in the past two weeks - version 2
f.32091.0.0,Likelihood of falling asleep when driving a car in the past two weeks - version 3
f.32092.0.0,Likelihood of falling asleep when playing a videogame in the past two weeks - version 1
f.32093.0.0,Likelihood of falling asleep when playing a videogame in the past two weeks - version 2
f.32094.0.0,Likelihood of falling asleep when playing a videogame in the past two weeks - version 3
f.32095.0.0,Likelihood of falling asleep when lying down to take a nap in the past two weeks - version 1
f.32096.0.0,Likelihood of falling asleep when lying down to take a nap in the past two weeks - version 2
f.32097.0.0,Likelihood of falling asleep when lying down to rest in the past two weeks - version 3
f.32098.0.0,Likelihood of falling asleep when travelling as a passenger in the past two weeks - version 1
f.32099.0.0,Likelihood of falling asleep when travelling as a passenger in the past two weeks - version 2
f.32100.0.0,Likelihood of falling asleep when travelling as a passenger in the past two weeks - version 3
f.32101.0.0,Likelihood of falling asleep when watching a film at home in the past two weeks - version 1
f.32102.0.0,Likelihood of falling asleep when watching a film at home in the past two weeks - version 2
f.32103.0.0,Likelihood of falling asleep when watching a film at home in the past two weeks - version 3
f.32104.0.0,Problems with forgetfulness/memory in past 7 days
f.32105.0.0,Problems with poor concentration in past 7 days
f.32106.0.0,Problems with trouble expressing thoughts in past 7 days
f.32107.0.0,Problems with trouble finding the right word in past 7 days
f.32108.0.0,Problems with slow thinking speed in past 7 days
f.32109.0.0,Trouble with figuring things out or solving problems in past 7 days
f.32110.0.0,Number of brothers and sisters
f.32111.0.0,Blood relatives have had insomnia
f.32112.0.0,Blood relatives have had sleep apnoea
f.32113.0.0,Blood relatives have had narcolepsy
f.32114.0.0,Blood relatives have had restless leg syndrome
f.32115.0.0,Blood relatives have had sleep walking
f.32116.0.0,Blood relatives have had night terrors
f.32117.0.0,Used a sleep-tracking device during the past month
f.32118.0.0,Travelled to other time zones in the past month
f.32119.0.0,Consumed alcohol to help to go to sleep in past month
f.32120.0.0,When online insomnia questionnaire completed
f.32121.0.0,When online sleep disturbances questionnaire started
f.32122.0.0,When online sleep disturbances questionnaire completed
f.32123.0.0,When online fatigue questionnaire started
f.32124.0.0,When online fatigue questionnaire completed
f.32125.0.0,When online restless legs questionnaire started
f.32126.0.0,When online restless legs questionnaire completed
f.32127.0.0,When online sleep consequences questionnaire started
f.32128.0.0,When online sleep consequences questionnaire completed
f.32129.0.0,When online family history questionnaire started
f.32130.0.0,When online family history questionnaire completed
f.32131.0.0,When online lifestyle routines questionnaire started
f.32132.0.0,When online lifestyle routines questionnaire completed
f.32133.0.0,When online recent feelings questionnaire started
f.32134.0.0,When online recent feelings questionnaire completed
f.32135.0.0,"Invitation to complete online sleep questionnaire, date sent"
f.32136.0.0,Surface-based analysis of resting and task fMRI - CIFTI
f.32137.0.0,Median BOLD effect (in group-defined mask) for shapes activation surface
f.32138.0.0,90th percentile of BOLD effect (in group-defined mask) for shapes activation surface
f.32139.0.0,Median z-statistic (in group-defined mask) for shapes activation surface
f.32140.0.0,90th percentile of z-statistic (in group-defined mask) for shapes activation surface
f.32141.0.0,Median BOLD effect (in group-defined mask) for faces activation surface
f.32142.0.0,90th percentile of BOLD effect (in group-defined mask) for faces activation surface
f.32143.0.0,Median z-statistic (in group-defined mask) for faces activation surface
f.32144.0.0,90th percentile of z-statistic (in group-defined mask) for faces activation surface
f.32145.0.0,Median BOLD effect (in group-defined mask) for faces-shapes surface
f.32146.0.0,90th percentile of BOLD effect (in group-defined mask) for faces-shapes surface
f.32147.0.0,Median z-statistic (in group-defined mask) for faces-shapes surface
f.32148.0.0,90th percentile of z-statistic (in group-defined mask) for faces-shapes surface
f.32149.0.0,Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes surface
f.32150.0.0,90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes surface
f.32151.0.0,Median z-statistic (in group-defined amygdala activation mask) for faces-shapes surface
f.32152.0.0,90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes surface
f.32153.0.0,"rfMRI surfaces full correlation matrix, dimension 25"
f.32154.0.0,"rfMRI surfaces full correlation matrix, dimension 50"
f.32155.0.0,"rfMRI surfaces partial correlation matrix, dimension 25"
f.32156.0.0,"rfMRI surfaces partial correlation matrix, dimension 50"
f.32157.0.0,"rfMRI surfaces component amplitudes, dimension 25"
f.32158.0.0,"rfMRI surfaces component amplitudes, dimension 50"
f.32220.0.0,Home location history - date first recorded
f.32221.0.0,Home location history - east co-ordinate (100m resolution)
f.32222.0.0,Home location history - north co-ordinate (100m resolution)
f.32223.0.0,Home location history - east co-ordinate (1km resolution)
f.32224.0.0,Home location history - north co-ordinate (1km resolution)
f.40000.0.0,Date of death
f.40001.0.0,Underlying (primary) cause of death: ICD10
f.40002.0.0,Contributory (secondary) causes of death: ICD10
f.40005.0.0,Date of cancer diagnosis
f.40006.0.0,Type of cancer: ICD10
f.40007.0.0,Age at death
f.40008.0.0,Age at cancer diagnosis
f.40009.0.0,Reported occurrences of cancer
f.40010.0.0,Description of cause of death
f.40011.0.0,Histology of cancer tumour
f.40012.0.0,Behaviour of cancer tumour
f.40013.0.0,Type of cancer: ICD9
f.40018.0.0,Death record format
f.40020.0.0,Death record origin
f.40021.0.0,Cancer record origin
f.40022.0.0,Inpatient record origin
f.40023.0.0,Records in death dataset
f.40030.0.0,Sleep - Day hour average
f.40031.0.0,Sedentary - Day hour average
f.40032.0.0,Light - Day hour average
f.40033.0.0,Moderate-Vigorous - Day hour average
f.40034.0.0,Sleep - Weekday hour average
f.40035.0.0,Sedentary - Weekday hour average
f.40036.0.0,Light - Weekday hour average
f.40037.0.0,Moderate-Vigorous - Weekday hour average
f.40038.0.0,Sleep - Weekend hour average
f.40039.0.0,Sedentary - Weekend hour average
f.40040.0.0,Light - Weekend hour average
f.40041.0.0,Moderate-Vigorous - Weekend hour average
f.40042.0.0,Sleep - Day average
f.40043.0.0,Sedentary - Day average
f.40044.0.0,Light - Day average
f.40045.0.0,Moderate-Vigorous - Day average
f.40046.0.0,Sleep - Overall average
f.40047.0.0,Sedentary - Overall average
f.40048.0.0,Light - Overall average
f.40049.0.0,Moderate-Vigorous - Overall average
f.40060.0.0,Liver iron (Fe)
f.40061.0.0,Proton density fat fraction (PDFF)
f.40062.0.0,Liver iron corrected T1 (ct1)
f.40100.0.0,Records of COVID-19 test results
f.40425.0.0,Volume of DNA held by UKB
f.41000.0.0,Case-control status for COVID19 imaging repeat
f.41001.0.0,Source of positive COVID test result
f.41149.0.0,Records in HES inpatient operations dataset
f.41150.0.0,Detention categories (recoded)
f.41151.0.0,History of psychiatric care on admission (recoded)
f.41200.0.0,Operative procedures - main OPCS4
f.41201.0.0,External causes - ICD10
f.41202.0.0,Diagnoses - main ICD10
f.41203.0.0,Diagnoses - main ICD9
f.41204.0.0,Diagnoses - secondary ICD10
f.41205.0.0,Diagnoses - secondary ICD9
f.41210.0.0,Operative procedures - secondary OPCS4
f.41214.0.0,Carer support indicators
f.41215.0.0,Detention categories (polymorphic)
f.41216.0.0,Legal statuses
f.41217.0.0,Mental categories
f.41218.0.0,History of psychiatric care on admission (polymorphic)
f.41219.0.0,Anaesthetics administered during delivery
f.41220.0.0,Anaesthetics administered post delivery
f.41221.0.0,Delivery methods
f.41222.0.0,Delivery onset methods
f.41223.0.0,Delivery places
f.41224.0.0,Intended delivery places
f.41225.0.0,Resuscitation methods
f.41226.0.0,Sex of baby
f.41227.0.0,Status of baby at birth
f.41228.0.0,Statuses of person conducting delivery
f.41229.0.0,PCT responsible for patient data
f.41230.0.0,PCT where patients GP was registered
